#version 1.0
#Date 11-13-2017
1-Oct	mitochondrial intermediate peptidase
CXT1_1	Beta-1 2-xylosyltransferase 1
CXT1_2	Beta-1,2-xylosyltransferase 1
CXT1_3	Beta-1,2-xylosyltransferase 1
CXT1_4	Beta-1,2-xylosyltransferase 1
CYB2	cytochrome b2, mitochondrial precursor
CYB2_0	Cytochrome b2, mitochondrial
CYB2_1	Cytochrome b2, mitochondrial
CYB2_2	Cytochrome b2, mitochondrial
CYB3	cytochrome b2, mitochondrial precursor
CYB4	outer mitochondrial membrane isoform
CYB5	Cytochrome b5
CYB5-1	Cytochrome b5
CYB5-2	Cytochrome b5
CYB5.1	NADPH cytochrome B5 oxidoreductase-like protein
CYB5_0	Cytochrome b5
CYB5_1	Cytochrome b5
CYBB	Cytochrome b-245 heavy chain
CYC1	iso-1-cytochrome c
CYC2	mitochondrial peripheral inner membrane protein
CYC3	holocytochrome c synthase
CYC7	cytochrome c isoform 2
CYC8	cytochrome C
CYCK	cytochrome c
CYCT1-4	Cyclin-T1-4
CYCU4-1	Cyclin-U4-1
CYCU4-3	Cyclin-U4-3
CYDC	ATP-binding/permease protein cydC
CYH2	Ribosomal protein L41
CYK1	cysteine synthase (CYSK1)
CYK2	cysteine synthase (O-acetylserine sulfhydrylase) (O-acetylserine (Thiol)-lyase) (CSase)
CYK3	cytokinesis protein 3
CYM	Chymosin
CYM1	metalloprotease
CYM_0	Chymosin
CYM_1	Chymosin
CYN1	Cyanate hydratase
CYP1	heme binding
CYP3	Peptidyl-prolyl cis-trans isomerase H
CYP3A5	Cytochrome P450 3A5
CYP3A28_0	Cytochrome P450 3A28
CYP3A28_1	Cytochrome P450 3A28
CYP3A28_2	Cytochrome P450 3A28
CYP3A31	Cytochrome P450 3A31
CYP4C21	Cytochrome P450 4c21
CYP4F2	Phylloquinone omega-hydroxylase CYP4F2
CYP4F3_0	Docosahexaenoic acid omega-hydroxylase CYP4F3
CYP4F3_1	Docosahexaenoic acid omega-hydroxylase CYP4F3
CYP4F3_2	Docosahexaenoic acid omega-hydroxylase CYP4F3
CYP4F3_3	Docosahexaenoic acid omega-hydroxylase CYP4F3
CYP4F3_4	Docosahexaenoic acid omega-hydroxylase CYP4F3
CYP4F12	Cytochrome P450 4F12
CYP5	peptidylprolyl isomerase family protein
CYP6	Peptidyl-prolyl cis-trans isomerase-like 4
CYP7A1	Cholesterol 7-alpha-monooxygenase
CYP8	Peptidyl-prolyl cis-trans isomerase-like 2
CYP10	Peptidyl-prolyl cis-trans isomerase-like 3
CYP40	Peptidyl-prolyl cis-trans isomerase CYP40
CYP51	lanosterol 14-alpha-demethylase
CYP51A1	Lanosterol 14-alpha demethylase
CYP51G1	Sterol 14-demethylase
CYP51_0	Lanosterol 14-alpha demethylase
CYP51_1	Lanosterol 14-alpha demethylase
CYP52	Cytochrome P450 52A3 (CYPLIIA3)
CYP52A1	Cytochrome P450 52A1
CYP52A9	Cytochrome P450 52A9
CYP52A12	Cytochrome P450 52A12
CYP52A13	Cytochrome P450 52A13
CYP52E1_0	Cytochrome P450 52E1
CYP52E1_1	Cytochrome P450 52E1
CYP52E2	Cytochrome P450 52E2
CYP67_0	Cytochrome P450 67
CYP67_1	Cytochrome P450 67
CYP67_2	Cytochrome P450 67
CYP67_3	Cytochrome P450 67
CYP67_4	Cytochrome P450 67
CYP67_5	Cytochrome P450 67
CYP67_6	Cytochrome P450 67
CYP67_7	Cytochrome P450 67
CYP67_8	Cytochrome P450 67
CYP67_9	Cytochrome P450 67
CYP72A1	Secologanin synthase
CYP72A14_0	Cytochrome P450 72A14
CYP72A14_1	Cytochrome P450 72A14
CYP72A14_2	Cytochrome P450 72A14
CYP72C1	Cytochrome P450 72C1
CYP94A1	Cytochrome P450 94A1
CYP96A15	Alkane hydroxylase MAH1
CYP97A3	Protein LUTEIN DEFICIENT 5, chloroplastic
CYP97B2	Cytochrome P450 97B2, chloroplastic
CYP503A1_0	Ent-kaurene oxidase
CYP503A1_1	Ent-kaurene oxidase
CYP503A1_2	Ent-kaurene oxidase
CYP503A1_3	Ent-kaurene oxidase
CYP503A1_4	Ent-kaurene oxidase
CYP503A1_5	Ent-kaurene oxidase
CYP503A1_6	Ent-kaurene oxidase
CYP503A1_7	Ent-kaurene oxidase
CYP503A1_8	Ent-kaurene oxidase
CYP503A1_9	Ent-kaurene oxidase
CYP505	NADPH--cytochrome P450 reductase
CYP559	Putative cytochrome P450
CYP704C1	Cytochrome P450 704C1
CYP707A7	lanosterol 14-alpha demethylase
CYP734A1_0	Cytochrome P450 734A1
CYP734A1_1	Cytochrome P450 734A1
CYP-70	ERG5, C-22 sterol desaturase
CYP-74	ERG11, lanosterol 14-alpha-demethylase
CYPB	Peptidyl-prolyl cis-trans isomerase B
CYPBP37	Thi4-domain-containing protein
CYPH	Peptidyl-prolyl cis-trans isomerase
CYR1	cysteinyl-tRNA synthetase
CYS3	cystathionine gamma-lyase CYS3
CYS4	cystathionine beta-synthase
CYT1	cytochrome c1
CYT1_0	Cytochrome c1, heme protein, mitochondrial
CYT1_1	Cytochrome c1, heme protein, mitochondrial
CYT1_2	ubiquinol-cytochrome c reductase cytochrome b/c1 subunit CYT1
CYT2	Cytochrome c1 heme lyase, involved in maturation of cytochrome c1
CYTB	apocytochrome b
CYTC2	cytochrome C protein, CYTC2
CYTb5	cytochome b5
Ca-P60A	Calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type
Ca-P60A_0	Calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type
Ca-P60A_1	Calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type
CaMK2	calcium/calmodulin dependent protein kinase
CaMK4	calcium/calmodulin dependent protein kinase
CaMK5	calcium/calmodulin dependent protein kinase
CaMK7	calcium/calmodulin-dependent protein kinase
CaMK9	calcium/calmodulin-dependent protein kinase
CaMK10	calcium/calmodulin-dependent protein kinase
CaPKAR	PKA regulatory subunit
Cabp7	Calcium-binding protein 7
Cam1	calmodulin
Camkk2	Calcium/calmodulin-dependent protein kinase kinase 2
Capn7	Calpain-7
Capn9	Calpain-9
Capn9_0	Calpain-9
Capn9_1	Calpain-9
Capn9_2	Calpain-9
CarB	Phytoene dehydrogenase
CarG	geranylgeranyl pyrophosphate synthetase
CarG2	geranylgeranyl pyrophosphate synthetase
CarRA	Phytoene Synthase/Lycopene cyclase
Cars	cysteinyl-tRNA synthetase
Cbp20	Nuclear cap-binding protein subunit 2
Cbp80	Nuclear cap-binding protein subunit 1
Cbs	Cystathionine beta-synthase
Cbwd1_0	COBW domain-containing protein 1
Cbwd1_1	COBW domain-containing protein 1
Cc2d1a	Coiled-coil and C2 domain-containing protein 1A
CcSTE3.6	STE3-like pheromone receptor B mating type
Ccdc12	Coiled-coil domain-containing protein 12
Ccdc87	Coiled-coil domain-containing protein 87
Ccdc88a	Girdin
Ccdc94	Coiled-coil domain-containing protein 94
Ccnb1ip1	E3 ubiquitin-protein ligase CCNB1IP1
Ccny	Cyclin-Y
Ccs	Copper chaperone for superoxide dismutase
Ccz1	Vacuolar fusion protein CCZ1
CdGAPr	GTPase-activating protein CdGAPr
Cdc2	cyclin-dependent kinase 2
Cdc6	Cell division control protein 6
Cdc20	Cell division cycle protein 20
Cdc20_0	Cell division cycle protein 20
Cdc20_1	Cell division cycle protein 20
Cdc40	Pre-mRNA-processing factor 17
Cdc42bpa	Serine/threonine-protein kinase MRCK alpha
Cdc42bpg	Serine/threonine-protein kinase MRCK gamma
Cdk5rap1	CDK5 regulatory subunit-associated protein 1
Cdk10	Cyclin-dependent kinase 10
Cdk11b	Cyclin-dependent kinase 11B
Cdx2	Homeobox protein CDX-2
Cel	Bile salt-activated lipase
Cel61a	Polysaccharide monooxygenase Cel61a
Cel61a_0	Polysaccharide monooxygenase Cel61a
Cel61a_1	Polysaccharide monooxygenase Cel61a
Cel61a_2	Polysaccharide monooxygenase Cel61a
Cel61a_3	Polysaccharide monooxygenase Cel61a
Cep104	Centrosomal protein
CerPla1	Cerato-platanin
CerPla2	Cerato-platanin
CerPla3	Cerato-platanin
Cfdp1	Craniofacial development protein 1
ChBD-1	chitin binding
Chd7	Chromodomain-helicase-DNA-binding protein 7
ChiMaC1	Subgroup C chitinase C1
ChiMaC3	Subgroup C chitinase C3
ChiMaC4	Subgroup C chitinase C4
ChiMaD2	endo-N-acetyl-beta-D-glucosaminidase D2 (chitinase)
ChiMaD3	endo-N-acetyl-beta-D-glucosaminidase D3 (chitinase)
ChiMaD4	endo-N-acetyl-beta-D-glucosaminidase D4 (chitinase)
Chid1	Chitinase domain-containing protein 1
Chit1	Chitotriosidase-1
Chk1	serine/threonine-protein kinase Chk1
Chk2	checkpoint kinase 2-like protein
Chmp5	Charged multivesicular body protein 5
Chmp6	Charged multivesicular body protein 6
Chn1	N-chimaerin
Chn1_0	N-chimaerin
Chn1_1	N-chimaerin
Chn2_0	Beta-chimaerin
Chn2_1	Beta-chimaerin
Chordc1	Cysteine and histidine-rich domain-containing protein 1
Chs1	chitin synthase 1
Chs2	Chitin Synthase 2
Chs3p	chitin synthase 8
Chs6	chitin synthase 6
Chs7	chitin Synthase 7
Chtf8	Chromosome transmission fidelity protein 8
Cisd3	CDGSH iron-sulfur domain-containing protein 3, mitochondrial
Cla4	serine/threonine protein kinase
Cla4p	Pkinase-domain-containing protein
Clb2	b-type cyclin 2
Clcn3	H(+)/Cl(-) exchange transporter 3
Clpb	Caseinolytic peptidase B
Cmk1	calcium/calmodulin dependent protein kinase CMK1
Cmp1p	Metallo-dependent phosphatase
Cmss1	Protein CMSS1
Cnot7	CCR4-NOT transcription complex subunit 7
Cog1	Conserved oligomeric Golgi complex subunit 1
Cog1_0	Conserved oligomeric Golgi complex subunit 1
Cog1_1	Conserved oligomeric Golgi complex subunit 1
Cog3	Conserved oligomeric Golgi complex subunit 3
Cog6	Conserved oligomeric Golgi complex subunit 6
Cog7	Conserved oligomeric Golgi complex subunit 7
Cog8	Conserved oligomeric Golgi complex subunit 8
Copa	Coatomer subunit alpha
Copb1	Coatomer subunit beta
Copb2	Coatomer subunit beta'
Cope	Coatomer subunit epsilon
Coprox_0	Oxygen-dependent coproporphyrinogen-III oxidase
Coprox_1	Oxygen-dependent coproporphyrinogen-III oxidase
Cops2	COP9 signalosome complex subunit 2
Cops3	COP9 signalosome complex subunit 3
Cops6	COP9 signalosome complex subunit 6
Cops7a	COP9 signalosome complex subunit 7a
Cops8	COP9 signalosome complex subunit 8
Coq2	4-hydroxybenzoate polyprenyltransferase, mitochondrial
Coq2_0	4-hydroxybenzoate polyprenyltransferase, mitochondrial
Coq2_1	4-hydroxybenzoate polyprenyltransferase, mitochondrial
Coq2_2	4-hydroxybenzoate polyprenyltransferase, mitochondrial
Coq2_3	4-hydroxybenzoate polyprenyltransferase, mitochondrial
Coq5	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
Coq9	Ubiquinone biosynthesis protein COQ9, mitochondrial
CorA2	cora superfamily
CorA3	cora superfamily
CorA4	cora superfamily
CorA5	cora superfamily
Cpa1	Carboxypeptidase A1
Cpa2	Carboxypeptidase A2
Cpfet3	Fet3 ferroxidase
CpkB	ATP binding
Cplcc1	laccase
Cplcc2	laccase
Cplcc3	laccase
Cplcc4	laccase
Cplcc5	laccase
Cplcc6	laccase
Cpmco1	multi-copper oxidase
Cpped1	Serine/threonine-protein phosphatase CPPED1
Cpsf2	Cleavage and polyadenylation specificity factor subunit 2
Cpt1c	Carnitine O-palmitoyltransferase 1, brain isoform
CreA	regulator of carbon catabolite repression
Creb5	Cyclic AMP-responsive element-binding protein 5
Crls1	Cardiolipin synthase (CMP-forming)
Cru1	Cell cycle regulatory protein
Crym	Ketimine reductase mu-crystallin
Cryz	Quinone oxidoreductase
CsPh1	pheromone precursor B mating type
CsPh2	B mating type pheromone precursor
CsPh3	B mating type pheromone precursor
CsPh4	B mating type pheromone precursor
CsPh5	B mating type pheromone precursor
CsPh6	B mating type-like pheromone
CsPh7	B mating type pheromone expressed
CsPh8	B mating type pheromone precursor
CsPh9	B mating type pheromone-like protein
CsPh10	B mating type pheromone precursor
CsPh11	B mating type pheromone precursor
CsPh12	B mating type pheromone precursor
CsSTE3.1	fungal pheromone receptor
CsSTE3.2	STE3-like pheromone receptor B mating type
CsSTE3.3	STE3-like pheromone receptor B mating type
CsSTE3.4	STE3-like pheromone receptor B mating type
CsSTE3.5	B mating type receptor
Csfet3	Fet3 iron oxidase
Cslcs1	laccase precursor
Cslcs2	laccase
Cslcs3	laccase
Cslcs4	laccase
Cslcs5	laccase
Cslcs6	laccase
Cslcs7	laccase
Csmco1	multicopper oxidase
Csnk1a1	Casein kinase I isoform alpha
Csrp1	Cysteine and glycine-rich protein 1
Csrp3	Cysteine and glycine-rich protein 3
Cts1	Chitinase
Ctsd_0	Cathepsin D
Ctsd_1	Cathepsin D
Ctse	Cathepsin E
Cul2	Cullin-2
Cul3	Cullin-3
Cul4a	Cullin-4A
CutC1	CutC superfamily
CyP1	peptidyl-prolyl cis-trans isomerase
Cyc8p	TPR-like protein
Cyp3a9_0	Cytochrome P450 3A9
Cyp3a9_1	Cytochrome P450 3A9
Cyp3a9_2	Cytochrome P450 3A9
Cyp4a10	Cytochrome P450 4A10
Cyp4f3	Leukotriene-B(4) omega-hydroxylase 2
Cyp4f5	Cytochrome P450 4F5
Cyp4f6_0	Cytochrome P450 4F6
Cyp4f6_1	Cytochrome P450 4F6
Cyp4f14_0	Leukotriene-B4 omega-hydroxylase 3
Cyp4f14_1	Leukotriene-B4 omega-hydroxylase 3
Cyp4f14_2	Leukotriene-B4 omega-hydroxylase 3
Cyp27a1	Sterol 26-hydroxylase mitochondrial
Cyp40	Peptidyl-prolyl cis-trans isomerase D
Cyp46a1	Cholesterol 24-hydroxylase
Cyp51a1	Lanosterol 14-alpha demethylase
CypX	cytochrome P450 monooxygenase-like protein
CytC	cytochrome c
CytC2	cytochrome c
D2_0	cAMP-regulated D2 protein
D2_1	Protein D2
DAAM1	Disheveled-associated activator of morphogenesis 1
DAC	deacylase-like protein
DAD1	Dolichyl-diphosphooligosaccharide-protein glycosyltransferase subunit
DAD2	duo1 and dam1 interacting protein
DAD3	duo1 and dam1 interacting protein
DAD4	duo1 and dam1 interacting protein
DAG7	Expansin-A1 .2
DAGAT-4	diacylglycerol-acyltransferase
DAGLB	Sn1-specific diacylglycerol lipase beta
DAK	Dihydroxyacetone kinase
DAK1	dihydroxyacetone kinase
DAK1.1	dihydroxyacetone kinase isoenzyme I
DAK1.2	Dihydroxyacetone kinase 1 (Glycerone kinase 1) (DHA kinase 1)
DAK1A	dihydroxyacetone kinase
DAK1B	Dak1p
DAK2	Dihydroxyacetone kinase
DAK-1	dihydroxyacetone kinase Dak1
DAL1	Allantoinase
DAL2	allantoicase
DAL3	Ureidoglycolate lyase
DAL4	Allantoin permease
DAL4.1	allantoin transport
DAL4.2	allantoin permease
DAL4.3	allantoin permease
DAL5	allantoate permease
DAL5-1	Allantoate permease
DAL5-2	Allantoate permease
DAL5_0	Allantoate permease
DAL5_1	Allantoate permease
DAL6	allantoate permease
DAL7	malate synthase DAL7
DAL8	allantoate permease
DAL9	allantoate permease
DAL11	allantoate permease
DAL12	allantoate permease
DAL80	transcriptional repressor
DAL81	Fungal specific transcription factor
DAL81_1	Transcriptional activator protein DAL81
DAL81_2	Transcriptional activator protein DAL81
DAL82	transcriptional activator
DAM1	DASH complex subunit
DAN1	cell wall mannoprotein
DAN2	delayed anaerobic protein
DAN3	delayed anaerobic protein
DAN4	Cell wall protein DAN4 precursor
DAO1	D-amino acid oxidase
DAO2	d-amino acid oxidase
DAP1	Dihydrodipicolinate synthase
DAP1_0	Damage response protein 1
DAP1_1	Damage response protein 1
DAP2	Dipeptidyl aminopeptidase
DAP3	28S ribosomal protein S29, mitochondrial
DAP500	Putative dihydrodipicolinate synthetase
DARS	Aspartate--tRNA ligase, cytoplasmic
DAS1	F-box protein YJL149W
DAT1	datin
DBF2	serine/threonine-protein kinase DBF2
DBF4	Cdc7p-Dbf4p kinase complex regulatory subunit
DBF4A	Protein DBF4 like protein A
DBF20	serine/threonine protein kinase
DBI	Acyl-CoA-binding protein
DBP1	DEAD box protein
DBP2	ATP-dependent RNA helicase DBP2
DBP3	RNA-dependent ATPase
DBP5	RNA helicase required for poly(A+) mRNA export
DBP8	Putative RNA helicase
DBP9	ATP-dependent DNA/RNA helicase
DBR1	lariat debranching enzyme
DBR2	Artemisinic aldehyde Delta(11(13)) reductase
DBR_0	2-alkenal reductase (NADP(+)-dependent)
DBR_1	2-alkenal reductase (NADP(+)-dependent)
DBT	2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase)
DCAF4L1	DDB1- and CUL4-associated factor 4-like protein 1
DCAF11	DDB1- and CUL4-associated factor 11
DCAF13	DDB1- and CUL4-associated factor 13
DCAF13_0	DDB1- and CUL4-associated factor 13
DCAF13_1	DDB1- and CUL4-associated factor 13
DCC1	Ctf8p and Ctf18p associating protein
DCD1	Deoxycytidine monophosphate (dCMP) deaminase
DCE1	Glutamate decarboxylase (GAD) (ERT D1)
DCG1	dal80p-controlled protein
DCI1	delta(3,5)-delta(2,4)-dienoyl-CoA isomerase
DCL1	Dicer-like protein 1
DCL1_0	Dicer-like protein 1
DCL1_1	Endoribonuclease Dicer 1
DCL2	Dicer-like protein 2
DCL3A	Endoribonuclease Dicer 3a
DCL4	endoribonuclease Dicer
DCL2401	dsRNA-specific nuclease
DCL-2	ATP-dependent helicase DCL-2
DCLRE1A	DNA cross-link repair 1A protein
DCM1	RecA family ATPase
DCN1	Scaffold-type E3 ligase
DCP1	Dcp1p-Dcp2p decapping enzyme complex catalitic subunit
DCP2	decapping enzyme complex catalytic subunit
DCPS	m7GpppX diphosphatase
DCR1	ribonuclease III
DCR1A	DNA cross-link repair 1A protein
DCR2	Phosphatase DCR2
DCS1	5'-(N(7)-methyl 5'-triphosphoguanosine)-(mRNA) diphosphatase
DCS2	5'-(N(7)-methyl 5'-triphosphoguanosine)-(mRNA) diphosphatase
DCT25	dynactin subunit P25
DCTN2	Dynactin subunit 2
DCTN3	Dynactin subunit 3
DCTN5	Dynactin subunit 5
DCTN6	Dynactin subunit 6
DCW1_1	Mannan endo-1 6-alpha-mannosidase DCW1
DCW1_2	Mannan endo-1 6-alpha-mannosidase DCW1
DCW1_3	Mannan endo-1 6-alpha-mannosidase DCW1
DCW1_4	Mannan endo-1 6-alpha-mannosidase DCW1
DDAH1	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1
DDB1	DNA damage-binding protein 1
DDB1A	DNA damage-binding protein 1a
DDB1_0	DNA damage-binding protein 1
DDB1_1	DNA damage-binding protein 1
DDB1_2	DNA damage-binding protein 1
DDC	aromatic-L-amino-acid decarboxylase
DDC1	DNA damage checkpoint protein
DDHD1	Phospholipase DDHD1
DDI1	DNA damage-inducible protein 1
DDI2	cyanamide hydratase
DDI3	cyanamide hydratase
DDI72	cyanamide hydratase
DDL	FHA domain-containing protein DDL
DDO	D-aspartate oxidase
DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit
DDP1	Diadenosine and Diphosphoinositol Polyphosphate Phosphohydrolase
DDR2	DNA damage responsive protein
DDR48	DNA damage-responsive protein 48
DDX21	Nucleolar RNA helicase 2
DDX54	ATP-dependent RNA helicase DDX54
DEAD_H	DEAD box-containing helicase-like transcription factor/DNA repair protein
DED1	DEAD-box ATP-dependent RNA helicase
DED1_0	ATP-dependent RNA helicase DED1
DED1_1	ATP-dependent RNA helicase DED1
DED1_2	ATP-dependent RNA helicase DED1
DED81	asparagine--tRNA ligase
DEF1	RNAPII degradation factor
DEG1	pseudouridine synthase DEG1
DEGS1	Sphingolipid delta(4)-desaturase DES1
DENND4A	C-myc promoter-binding protein
DENND6B	Protein DENND6B
DEP1	Transcriptional regulatory protein
DER1	ER-associated protein degradation protein
DER2.1	Derlin-2.1
DERL2	Derlin-2
DES1	sphingolipid delta-4 desaturase
DES8	sphingolipid delta8-desaturase
DET1	acid phosphatase DET1
DEX	Dextranase
DFG5	mannan endo-1
DFG16	protein DFG16
DFM1	DER1-like family member protein 1
DFR1	dihydrofolate reductase
DFR2	Dihydroflavonol-4-reductase
DFR3	Dihydroflavonol-4-reductase
DGA1	diacylglycerol O-acyltransferase 1
DGAT1	Diacylglycerol O-acyltransferase 1
DGAT2A	Diacylglycerol O-acyltransferase 2A
DGAT2B	Diacylglycerol O-acyltransferase 2B
DGAT2B_0	Diacylglycerol O-acyltransferase 2B
DGAT2B_1	Diacylglycerol O-acyltransferase 2B
DGK1	Diacylglycerol kinase
DGP3	vacuolar diacylglycerol pyrophosphate phosphatase
DHA1	Dihydroxyacetone synthase
DHB12	Estradiol 17-beta-dehydrogenase 12
DHC1	Dynein heavy chain cytoplasmic
DHCR24	Delta(24)-sterol reductase
DHG2	L-rhamnose-1-dehydrogenase
DHH1	DExD/H-box ATP-dependent RNA helicase DHH1
DHR2	RNA helicase
DHRS11	Dehydrogenase/reductase SDR family member 11
DHRSX	Dehydrogenase/reductase SDR family member on chromosome X
DHRSX_0	Dehydrogenase/reductase SDR family member on chromosome X
DHRSX_1	Dehydrogenase/reductase SDR family member on chromosome X
DHS1	deoxyhypusine synthase
DHX16	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16
DHX33	Putative ATP-dependent RNA helicase DHX33
DHX37	ATP-dependent RNA helicase DHX37
DHX38	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16
DHYS	Deoxyhypusine synthase
DIA2	DNA-binding SCF ubiquitin ligase subunit DIA2
DIAPH1	Protein diaphanous 1
DIB1	U4/U6-U5 snRNP complex subunit DIB1
DIC1	Mitochondrial dicarboxylate transporter
DIC1-1	Mitochondrial dicarboxylate carrier
DIC1-2	Mitochondrial dicarboxylate carrier
DIC1_0	Mitochondrial dicarboxylate transporter
DIC1_1	Mitochondrial dicarboxylate transporter
DIC1_2	Mitochondrial dicarboxylate transporter
DICER	Endoribonuclease Dicer
DID4	ESCRT-III subunit protein DID4
DIE2	Dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase-like protein
DIG1	down-regulator of invasive growth
DIG2	down-regulator of invasive growth
DIMT1	dimethyladenosine transferase
DIN4	2-oxoisovalerate dehydrogenase subunit beta 2, mitochondrial
DIN7	DNA damage-inducible protein
DIP2	beta transducin
DIP5	amino acid transporter
DIP5-1	Dicarboxylic amino acid permease
DIP5-2	Dicarboxylic amino acid permease
DIP5.1	dicarboxylic amino acid permease
DIP5.2	dicarboxylic amino acid permease
